Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,1354,Research & Development,9,4,Technical Degree,1,372,4,Male,83,2,5,Sales Executive,4,Married,5549,9158,3,Y,No,13,3,4,80,0,26,2,1,4,9,2,6
30,Yes,Travel_Rarely,239,Research & Development,7,2,Life Sciences,1,410,4,Male,30,2,2,Manager,1,Single,4640,22437,2,Y,Yes,15,3,2,80,0,5,2,3,9,9,3,1
37,No,Travel_Rarely,1330,Human Resources,5,1,Life Sciences,1,246,1,Male,48,2,2,Research Director,4,Married,5808,25459,8,Y,No,14,3,4,80,0,18,5,3,4,14,0,2
32,No,Travel_Rarely,326,Sales,1,4,Technical Degree,1,308,3,Male,85,3,1,Research Scientist,2,Married,2032,20270,4,Y,Yes,22,3,1,80,1,11,2,3,19,0,0,2
27,No,Travel_Rarely,1293,Research & Development,9,2,Medical,1,295,2,Male,70,1,1,Healthcare Representative,4,Divorced,14167,12000,8,Y,Yes,15,3,3,80,1,5,3,3,1,7,1,1
39,No,Travel_Frequently,812,Human Resources,17,1,Life Sciences,1,214,4,Male,96,3,2,Research Scientist,2,Married,9780,16409,6,Y,Yes,11,3,4,80,3,5,3,3,2,4,2,0
29,No,Travel_Rarely,1206,Sales,7,4,Life Sciences,1,352,4,Male,37,3,2,Research Scientist,4,Married,4379,6440,3,Y,No,15,3,3,80,1,2,3,3,9,3,4,3
35,No,Travel_Rarely,879,Sales,6,4,Medical,1,1395,3,Male,35,2,2,Laboratory Technician,2,Divorced,16718,19469,1,Y,No,18,3,3,80,2,21,6,3,9,6,2,7
25,No,Travel_Rarely,557,Research & Development,2,4,Life Sciences,1,897,4,Male,44,3,4,Research Scientist,3,Married,10543,4088,0,Y,Yes,14,3,3,80,0,10,2,3,36,9,0,10
25,No,Non-Travel,196,Sales,5,4,Medical,1,862,4,Female,95,2,2,Sales Executive,1,Married,1901,13257,5,Y,No,13,3,3,80,0,1,2,3,5,0,0,1
28,Yes,Travel_Frequently,611,Research & Development,8,4,Marketing,1,1481,3,Male,64,4,2,Sales Executive,2,Married,7043,18643,0,Y,Yes,15,3,1,80,2,8,2,2,2,2,1,0
36,Yes,Travel_Rarely,338,Research & Development,3,3,Life Sciences,1,1156,1,Female,47,3,1,Human Resources,1,Single,9099,20926,9,Y,Yes,14,3,3,80,1,3,2,3,1,3,0,3
38,No,Non-Travel,1370,Research & Development,17,3,Medical,1,1,3,Male,42,4,1,Research Scientist,4,Single,16411,7093,1,Y,No,22,3,2,80,0,14,5,3,12,0,2,8
42,No,Travel_Rarely,949,Research & Development,9,2,Medical,1,897,3,Female,59,2,2,Sales Executive,2,Single,4418,11292,0,Y,No,14,3,4,80,0,12,2,2,11,0,11,3
58,No,Travel_Rarely,1058,Sales,9,3,Technical Degree,1,1994,4,Male,56,3,4,Sales Executive,4,Married,2739,23372,1,Y,Yes,16,3,4,80,2,17,3,3,7,10,6,3
45,No,Travel_Rarely,443,Research & Development,18,3,Marketing,1,351,3,Female,48,3,1,Laboratory Technician,4,Married,5251,16706,1,Y,No,12,3,2,80,0,8,2,3,7,0,2,0
54,No,Travel_Rarely,540,Research & Development,1,2,Life Sciences,1,414,4,Male,45,3,1,Manufacturing Director,4,Married,4574,5785,8,Y,No,13,3,4,80,1,5,6,3,10,2,0,8
42,No,Travel_Rarely,1178,Research & Development,1,1,Life Sciences,1,1234,4,Male,98,2,5,Sales Executive,4,Married,1577,6972,0,Y,No,12,3,4,80,2,8,2,3,1,1,0,9
59,No,Travel_Rarely,366,Sales,16,3,Other,1,273,3,Female,62,4,2,Research Scientist,3,Divorced,4662,8336,4,Y,No,11,3,3,80,0,13,5,4,5,3,2,3
32,No,Travel_Rarely,624,Research & Development,3,4,Life Sciences,1,2002,3,Male,81,3,4,Research Scientist,4,Single,3339,2335,3,Y,No,14,3,3,80,0,8,2,2,13,2,13,3
51,No,Travel_Frequently,1330,Research & Development,26,3,Medical,1,1986,4,Male,40,2,1,Healthcare Representative,2,Married,2394,18543,4,Y,No,11,3,2,80,1,7,3,3,20,7,1,0
28,No,Travel_Rarely,1062,Research & Development,13,1,Other,1,1271,1,Male,64,3,1,Manager,4,Married,6451,18728,1,Y,No,24,3,4,80,1,9,2,2,17,8,1,12
32,No,Travel_Rarely,1131,Research & Development,2,3,Life Sciences,1,803,4,Female,51,3,2,Laboratory Technician,2,Married,4038,2094,1,Y,No,15,3,2,80,1,31,3,3,10,0,0,2
43,No,Travel_Frequently,637,Research & Development,1,3,Medical,1,1200,4,Female,30,3,1,Sales Representative,2,Married,4184,20497,6,Y,No,14,3,2,80,0,12,3,3,9,6,4,1
47,No,Travel_Rarely,659,Research & Development,28,3,Life Sciences,1,1181,2,Female,30,3,1,Sales Executive,3,Divorced,3648,14126,9,Y,No,12,3,1,80,1,3,3,3,11,0,0,2
39,No,Travel_Frequently,331,Research & Development,3,3,Medical,1,1546,2,Female,61,1,2,Healthcare Representative,3,Single,10749,11719,2,Y,No,25,3,4,80,0,20,2,3,13,0,4,3
35,No,Travel_Rarely,396,Human Resources,27,2,Technical Degree,1,510,2,Male,62,2,1,Manufacturing Director,4,Married,19999,26507,7,Y,Yes,13,4,3,80,1,6,5,3,0,0,2,16
29,No,Travel_Rarely,989,Research & Development,15,3,Medical,1,131,1,Male,73,3,1,Healthcare Representative,3,Married,6413,16208,3,Y,No,11,3,1,80,0,9,3,4,9,12,3,2
31,Yes,Travel_Frequently,492,Research & Development,9,3,Technical Degree,1,2068,4,Female,43,2,1,Sales Executive,1,Divorced,2817,15356,2,Y,Yes,11,3,4,80,0,6,2,3,10,4,0,2
33,No,Travel_Rarely,1393,Research & Development,18,4,Life Sciences,1,905,2,Female,60,2,3,Manufacturing Director,2,Divorced,3289,6852,2,Y,No,15,3,4,80,2,9,5,2,6,10,1,1
32,No,Travel_Rarely,1358,Research & Development,25,1,Life Sciences,1,94,1,Female,56,4,1,Healthcare Representative,4,Single,4525,18242,7,Y,No,25,3,3,80,1,1,2,4,6,2,2,1
40,No,Travel_Rarely,282,Sales,1,4,Medical,1,1095,1,Male,64,3,1,Manufacturing Director,1,Divorced,3233,15150,2,Y,No,13,3,1,80,1,19,2,3,2,4,1,0
40,No,Travel_Frequently,146,Research & Development,3,3,Marketing,1,1121,2,Male,100,3,2,Sales Executive,3,Married,4378,14170,1,Y,Yes,13,3,4,80,0,15,3,3,5,5,0,8
46,No,Travel_Rarely,738,Research & Development,15,1,Life Sciences,1,1751,3,Male,80,2,2,Sales Executive,4,Married,2267,10257,3,Y,No,11,3,3,80,0,9,3,2,4,0,0,6
45,No,Travel_Rarely,1087,Sales,3,4,Medical,1,1750,1,Male,99,4,3,Sales Executive,1,Single,1776,18450,7,Y,No,11,3,2,80,0,1,5,3,7,1,0,6
20,Yes,Travel_Rarely,749,Research & Development,13,4,Medical,1,1852,3,Female,63,3,4,Sales Executive,1,Married,2704,26054,0,Y,Yes,23,3,3,80,0,10,5,4,20,4,1,4
33,Yes,Travel_Rarely,879,Sales,27,3,Life Sciences,1,1377,1,Male,44,3,1,Research Scientist,1,Divorced,4063,9647,7,Y,Yes,14,3,3,80,1,12,3,2,9,1,0,3
57,No,Travel_Rarely,1343,Research & Development,9,4,Technical Degree,1,1469,1,Female,100,3,3,Research Scientist,1,Divorced,6565,20673,1,Y,No,11,3,2,80,0,4,3,3,4,14,11,3
49,No,Travel_Rarely,1333,Research & Development,3,4,Medical,1,874,3,Male,63,2,4,Sales Representative,1,Single,4872,3366,0,Y,No,20,3,3,80,0,10,2,2,5,1,5,2
37,No,Travel_Rarely,1323,Sales,8,3,Technical Degree,1,1068,3,Female,35,2,1,Laboratory Technician,2,Married,5593,12155,2,Y,No,15,3,3,80,2,14,2,4,7,3,4,9
31,No,Travel_Rarely,1041,Research & Development,27,5,Marketing,1,1238,2,Male,98,2,2,Sales Representative,4,Married,5427,16802,5,Y,No,14,3,4,80,3,0,2,3,3,0,0,3
46,Yes,Travel_Rarely,633,Research & Development,7,1,Marketing,1,1883,1,Male,93,3,5,Laboratory Technician,2,Single,3932,7082,2,Y,Yes,14,3,3,80,0,15,2,4,0,1,0,3
51,No,Travel_Rarely,1162,Research & Development,1,2,Life Sciences,1,1898,4,Female,65,3,1,Manufacturing Director,4,Married,4320,24069,1,Y,No,14,4,1,80,0,4,3,3,2,0,0,3
28,No,Travel_Frequently,119,Sales,12,3,Medical,1,146,3,Female,76,3,1,Research Scientist,2,Married,2064,16473,4,Y,No,18,3,3,80,1,17,2,4,9,8,0,10
33,No,Travel_Rarely,343,Research & Development,1,4,Life Sciences,1,2032,4,Female,48,1,1,Manager,1,Married,13319,9117,2,Y,No,21,3,4,80,1,6,3,2,1,4,0,1
34,No,Travel_Rarely,557,Sales,17,4,Life Sciences,1,1260,1,Female,56,2,1,Research Scientist,1,Single,12759,22064,1,Y,No,13,4,2,80,1,6,0,1,25,1,1,0
47,No,Travel_Rarely,389,Sales,23,4,Medical,1,1,4,Male,74,2,1,Laboratory Technician,1,Single,10011,19666,3,Y,No,15,3,3,80,2,8,2,3,6,1,0,0
32,No,Travel_Frequently,266,Research & Development,1,3,Life Sciences,1,162,4,Female,75,3,1,Laboratory Technician,2,Single,6721,21285,1,Y,No,13,3,3,80,1,14,1,3,15,2,0,8
40,No,Non-Travel,1045,Research & Development,8,1,Life Sciences,1,29,4,Female,73,3,2,Sales Executive,3,Married,4368,22692,4,Y,Yes,11,3,1,80,0,14,2,3,8,1,1,5
60,No,Travel_Rarely,620,Sales,1,1,Life Sciences,1,1576,2,Male,99,3,2,Sales Executive,3,Single,3635,8626,5,Y,No,11,3,3,80,1,13,3,3,37,2,1,8
35,Yes,Travel_Frequently,1007,Sales,1,3,Marketing,1,406,3,Female,62,1,1,Laboratory Technician,1,Single,2676,11332,1,Y,Yes,11,3,3,80,2,7,3,4,7,8,6,6
31,No,Travel_Rarely,402,Sales,19,2,Life Sciences,1,542,4,Female,97,2,2,Healthcare Representative,3,Married,2255,8024,1,Y,No,21,3,1,80,0,7,2,2,12,3,2,2
33,No,Travel_Rarely,272,Research & Development,1,3,Human Resources,1,255,4,Female,77,3,1,Healthcare Representative,3,Married,14105,4332,0,Y,No,15,3,1,80,0,30,3,3,11,7,1,3
23,No,Travel_Rarely,598,Human Resources,11,3,Life Sciences,1,1173,4,Male,89,4,3,Research Scientist,4,Single,3891,11029,8,Y,Yes,19,3,3,80,1,11,3,4,6,3,1,1
42,No,Travel_Rarely,336,Research & Development,7,1,Marketing,1,1629,3,Male,51,3,1,Laboratory Technician,2,Single,5851,21412,5,Y,No,16,3,2,80,1,8,3,3,7,1,1,2
39,No,Travel_Rarely,1499,Research & Development,17,3,Life Sciences,1,116,3,Female,100,3,3,Sales Executive,1,Married,10273,11021,1,Y,No,14,3,4,80,1,16,3,1,6,1,0,6
53,No,Travel_Frequently,475,Sales,16,2,Life Sciences,1,1519,4,Male,36,3,1,Research Scientist,3,Divorced,9126,4880,8,Y,No,13,3,4,80,3,7,3,2,9,1,0,0
59,No,Travel_Rarely,1131,Research & Development,7,4,Medical,1,1033,2,Female,87,3,2,Sales Executive,4,Single,4455,9528,2,Y,No,20,3,3,80,1,9,3,2,1,0,0,2
45,No,Travel_Rarely,1179,Human Resources,2,3,Medical,1,313,3,Male,71,1,3,Manager,4,Married,4117,3411,8,Y,No,23,4,4,80,0,11,0,4,4,0,0,0
45,No,Travel_Frequently,1208,Sales,18,4,Life Sciences,1,479,3,Male,73,3,2,Sales Representative,3,Married,3708,17047,6,Y,No,17,3,4,80,1,0,3,2,4,9,2,9
27,No,Travel_Rarely,129,Research & Development,2,2,Medical,1,1205,4,Female,95,2,1,Sales Executive,3,Divorced,1708,7304,2,Y,No,17,3,4,80,0,6,5,3,2,9,4,2
39,No,Non-Travel,599,Sales,8,4,Life Sciences,1,1157,3,Female,39,3,1,Sales Executive,1,Married,11032,10455,0,Y,No,20,4,2,80,0,4,4,2,11,0,14,7
32,No,Travel_Rarely,346,Research & Development,11,4,Life Sciences,1,1140,4,Female,79,2,2,Sales Executive,1,Married,1637,10704,6,Y,No,14,3,1,80,0,11,1,2,20,0,0,1
18,Yes,Travel_Frequently,1216,Sales,9,2,Life Sciences,1,1329,4,Male,80,3,2,Sales Executive,1,Single,6421,23264,7,Y,Yes,22,4,1,80,0,28,5,3,7,2,0,0
35,No,Travel_Rarely,1455,Research & Development,1,4,Life Sciences,1,446,2,Male,33,2,1,Laboratory Technician,4,Married,5592,8356,4,Y,No,12,3,3,80,1,26,3,3,18,4,0,2
52,No,Travel_Rarely,1218,Research & Development,9,2,Medical,1,1904,3,Male,37,3,2,Research Scientist,3,Single,1455,22344,1,Y,No,18,3,2,80,1,7,2,3,6,2,0,9
29,No,Travel_Frequently,935,Research & Development,8,4,Technical Degree,1,182,4,Female,33,3,2,Sales Representative,1,Single,19829,19067,3,Y,No,19,3,1,80,3,9,3,3,19,2,4,8
55,No,Travel_Rarely,297,Research & Development,2,2,Other,1,826,4,Female,38,2,5,Sales Representative,3,Single,2339,9073,1,Y,No,15,3,1,80,0,9,5,3,1,9,0,9
33,Yes,Travel_Rarely,1083,Research & Development,3,4,Medical,1,2045,1,Male,76,2,4,Healthcare Representative,2,Single,2326,5673,7,Y,No,16,3,4,80,1,1,2,2,3,16,0,10
28,No,Travel_Frequently,917,Research & Development,29,3,Other,1,146,3,Male,65,3,3,Laboratory Technician,3,Single,8271,22886,1,Y,No,17,4,3,80,0,19,3,4,13,17,1,8
49,No,Travel_Rarely,1304,Research & Development,1,5,Other,1,1176,4,Male,69,3,1,Human Resources,2,Married,16544,26842,0,Y,No,11,3,1,80,0,12,4,3,6,8,13,7
34,Yes,Non-Travel,1454,Research & Development,10,3,Medical,1,327,2,Male,61,2,2,Laboratory Technician,3,Married,3434,13796,1,Y,Yes,16,3,3,80,1,11,2,3,0,7,15,7
45,No,Travel_Frequently,1211,Research & Development,2,1,Life Sciences,1,918,4,Male,82,3,2,Laboratory Technician,1,Divorced,1724,10512,1,Y,No,12,4,3,80,1,9,3,3,5,8,1,2
47,No,Travel_Frequently,1164,Research & Development,9,3,Marketing,1,206,4,Male,100,3,3,Research Director,2,Married,6331,12737,0,Y,No,14,3,4,80,1,22,2,3,10,2,1,9
27,No,Non-Travel,1492,Research & Development,12,3,Technical Degree,1,866,2,Female,80,3,2,Healthcare Representative,4,Single,4604,4009,2,Y,No,13,3,2,80,1,16,2,3,6,8,10,2
29,No,Travel_Rarely,878,Research & Development,1,1,Life Sciences,1,183,2,Female,77,2,5,Laboratory Technician,3,Single,2856,24606,8,Y,No,18,3,4,80,0,10,2,2,5,3,0,4
60,No,Travel_Rarely,445,Sales,25,3,Marketing,1,345,2,Male,82,3,1,Sales Executive,3,Single,1398,13125,4,Y,No,14,3,3,80,0,27,2,2,4,1,6,2
34,No,Non-Travel,224,Sales,11,3,Life Sciences,1,632,2,Female,61,3,2,Manager,3,Married,5160,17462,1,Y,No,13,3,2,80,0,6,3,4,26,0,0,0
39,No,Travel_Rarely,1402,Research & Development,1,4,Life Sciences,1,1500,4,Female,51,3,3,Research Scientist,1,Married,12759,6076,0,Y,No,18,3,2,80,0,22,3,2,9,4,1,7
33,Yes,Travel_Frequently,1400,Research & Development,9,2,Life Sciences,1,1644,2,Female,93,4,2,Sales Representative,1,Married,5491,17075,0,Y,Yes,13,3,4,80,0,8,3,2,11,1,1,1
19,No,Travel_Frequently,479,Sales,1,2,Technical Degree,1,1142,1,Male,69,2,2,Laboratory Technician,3,Married,11656,5918,1,Y,No,11,3,3,80,2,16,0,3,3,7,2,7
43,No,Travel_Rarely,664,Research & Development,6,4,Marketing,1,1590,2,Male,62,4,1,Sales Executive,1,Single,2603,11764,8,Y,No,14,3,3,80,0,7,4,4,14,7,2,3
38,No,Travel_Rarely,1203,Research & Development,15,2,Medical,1,1621,3,Female,75,3,2,Research Scientist,3,Married,13202,16993,7,Y,No,13,3,2,80,0,20,2,3,15,12,1,8
28,No,Travel_Rarely,800,Research & Development,15,3,Medical,1,1737,3,Male,86,4,3,Sales Executive,2,Divorced,8853,7115,1,Y,Yes,22,3,3,80,1,5,3,3,4,1,2,3
51,No,Travel_Rarely,1186,Research & Development,19,4,Medical,1,1657,1,Male,46,3,1,Laboratory Technician,1,Single,4828,25055,0,Y,No,12,3,4,80,0,34,4,4,1,1,0,7
40,No,Travel_Rarely,416,Research & Development,1,4,Technical Degree,1,572,3,Female,65,3,1,Research Director,3,Married,2352,7420,1,Y,Yes,19,4,4,80,1,15,2,4,15,6,0,15
31,Yes,Travel_Rarely,254,Sales,3,1,Life Sciences,1,1540,3,Female,37,3,1,Healthcare Representative,1,Divorced,2806,2253,9,Y,Yes,11,3,3,80,0,7,4,2,8,4,13,0
39,No,Travel_Rarely,407,Sales,9,4,Marketing,1,1745,2,Female,50,1,3,Research Scientist,2,Single,5404,13408,2,Y,No,16,3,3,80,1,3,2,3,4,7,1,8
38,No,Travel_Rarely,832,Sales,4,3,Marketing,1,1328,3,Female,99,1,2,Manufacturing Director,3,Divorced,12441,5833,9,Y,Yes,14,3,4,80,0,13,2,2,6,1,2,0
35,No,Travel_Rarely,501,Sales,7,1,Life Sciences,1,1385,4,Male,97,2,1,Healthcare Representative,4,Married,1009,19155,5,Y,No,14,3,2,80,3,24,4,3,1,2,0,6
28,No,Travel_Rarely,979,Sales,9,1,Life Sciences,1,1908,3,Female,40,3,1,Manufacturing Director,3,Single,1638,23860,2,Y,No,24,4,1,80,1,8,2,2,3,2,7,7
31,No,Travel_Rarely,459,Sales,19,4,Medical,1,709,2,Male,56,2,5,Manufacturing Director,4,Divorced,4602,23964,6,Y,No,14,3,1,80,0,33,6,3,7,11,4,2
41,No,Non-Travel,727,Sales,1,3,Medical,1,140,2,Male,44,3,1,Sales Representative,3,Single,2201,4177,1,Y,No,13,3,4,80,1,9,3,3,14,7,0,3
39,No,Travel_Frequently,473,Human Resources,7,4,Life Sciences,1,1651,4,Female,100,3,4,Manager,2,Married,5842,26699,3,Y,Yes,23,3,4,80,1,14,3,3,2,4,9,7
29,No,Travel_Frequently,1090,Research & Development,7,3,Medical,1,1024,2,Male,80,3,2,Sales Executive,2,Married,6706,7147,0,Y,No,13,3,4,80,0,5,6,3,19,9,1,3
43,No,Travel_Rarely,689,Research & Development,1,3,Marketing,1,1739,3,Male,55,2,3,Research Scientist,3,Divorced,4089,9291,1,Y,No,17,3,3,80,0,20,3,4,8,14,7,8
37,No,Non-Travel,1231,Research & Development,1,3,Other,1,24,2,Male,78,3,3,Sales Executive,3,Married,3608,5372,2,Y,No,11,3,3,80,0,11,2,2,2,4,0,17
28,No,Travel_Rarely,231,Research & Development,10,4,Medical,1,1049,3,Male,67,2,3,Human Resources,3,Married,2214,7300,1,Y,No,12,4,1,80,1,7,3,2,8,4,1,1
26,No,Travel_Rarely,605,Research & Development,1,4,Life Sciences,1,482,4,Male,35,3,2,Healthcare Representative,2,Married,5044,4095,0,Y,No,11,3,3,80,1,22,3,3,0,6,5,3
47,No,Travel_Rarely,1496,Research & Development,15,3,Medical,1,194,4,Male,92,3,1,Laboratory Technician,3,Single,8766,13166,1,Y,No,13,3,2,80,1,17,3,3,8,7,0,0
38,Yes,Travel_Rarely,919,Research & Development,6,4,Life Sciences,1,1939,4,Male,95,3,2,Manufacturing Director,2,Single,5548,19720,4,Y,Yes,14,3,1,80,0,10,3,1,6,5,0,1
34,No,Travel_Frequently,542,Research & Development,5,3,Other,1,178,2,Male,60,2,3,Research Director,4,Single,11590,14830,2,Y,Yes,12,3,4,80,1,24,4,1,9,2,0,6
37,No,Travel_Rarely,345,Research & Development,4,2,Medical,1,1260,3,Female,36,3,2,Manufacturing Director,4,Married,5323,5276,2,Y,No,17,3,2,80,1,18,2,2,2,8,0,8
47,No,Travel_Rarely,1021,Research & Development,1,5,Life Sciences,1,1022,3,Male,84,1,2,Healthcare Representative,3,Single,3630,3547,0,Y,No,14,4,4,80,3,7,2,3,5,4,1,13
22,No,Travel_Rarely,289,Research & Development,14,3,Life Sciences,1,1357,2,Female,49,3,3,Sales Executive,4,Divorced,7273,23466,1,Y,No,12,4,4,80,1,11,5,2,4,3,0,0
42,Yes,Travel_Rarely,941,Research & Development,22,3,Technical Degree,1,1536,4,Female,36,2,3,Research Director,2,Divorced,6309,13268,0,Y,Yes,16,3,3,80,1,4,3,4,0,1,0,0
26,No,Non-Travel,746,Sales,15,3,Technical Degree,1,1856,4,Male,46,3,2,Sales Representative,2,Married,19779,9149,5,Y,No,13,3,4,80,1,12,2,3,22,8,1,0
31,No,Travel_Rarely,646,Sales,7,2,Medical,1,311,1,Male,81,2,2,Sales Representative,4,Single,2392,13313,2,Y,No,12,3,3,80,1,15,6,2,3,1,0,0
33,No,Travel_Rarely,1174,Human Resources,1,3,Marketing,1,778,3,Male,74,3,1,Sales Executive,3,Single,10385,20601,1,Y,No,21,3,1,80,0,4,2,3,3,3,1,4
56,No,Travel_Rarely,988,Sales,4,3,Medical,1,310,4,Male,99,2,4,Research Scientist,3,Single,19999,19172,8,Y,No,13,3,3,80,1,23,3,3,12,6,1,7
43,No,Travel_Frequently,1114,Research & Development,1,4,Technical Degree,1,894,4,Male,100,3,1,Research Scientist,4,Divorced,7980,2274,0,Y,No,12,3,4,80,0,17,2,3,12,0,0,1
32,No,Travel_Rarely,102,Research & Development,1,2,Life Sciences,1,1768,2,Female,97,2,2,Research Director,4,Single,1009,8302,2,Y,No,11,4,1,80,0,19,4,4,24,4,0,2
48,No,Travel_Rarely,973,Sales,4,1,Life Sciences,1,1705,4,Male,82,3,1,Healthcare Representative,3,Divorced,7457,21066,4,Y,No,16,3,1,80,3,4,2,2,8,1,0,1
26,No,Travel_Frequently,354,Research & Development,2,3,Life Sciences,1,1346,3,Male,34,3,2,Sales Executive,4,Single,8060,23212,1,Y,No,13,3,4,80,1,2,2,1,11,3,2,9
24,No,Travel_Frequently,1218,Research & Development,20,4,Technical Degree,1,1572,4,Female,37,2,1,Research Director,3,Married,17601,17960,1,Y,No,13,3,3,80,0,8,3,3,0,13,0,7
25,Yes,Travel_Rarely,103,Research & Development,27,3,Life Sciences,1,1846,3,Male,48,3,1,Sales Executive,4,Married,6789,9832,3,Y,Yes,12,3,2,80,0,0,4,2,0,16,5,7
41,No,Travel_Frequently,1026,Research & Development,7,4,Marketing,1,1696,4,Female,99,3,1,Research Director,3,Divorced,4589,17182,5,Y,No,13,3,2,80,1,9,2,2,1,4,6,6
41,No,Travel_Rarely,757,Research & Development,12,4,Medical,1,286,4,Male,73,3,4,Laboratory Technician,4,Married,6438,4728,3,Y,No,12,3,3,80,0,13,2,3,1,7,1,4
43,No,Travel_Rarely,1041,Sales,11,3,Technical Degree,1,301,4,Female,34,3,2,Human Resources,1,Married,14560,20992,5,Y,No,15,3,3,80,1,5,3,3,11,2,0,4
37,No,Travel_Frequently,1353,Research & Development,28,2,Life Sciences,1,366,3,Male,96,3,2,Research Scientist,2,Married,19999,17369,8,Y,No,11,3,1,80,0,13,4,4,3,1,0,7
25,Yes,Travel_Rarely,788,Sales,1,1,Marketing,1,72,4,Female,83,2,3,Healthcare Representative,1,Married,3657,24519,8,Y,Yes,14,3,2,80,0,12,3,3,4,8,0,1
41,No,Travel_Rarely,395,Research & Development,2,2,Medical,1,1050,3,Male,46,3,1,Sales Executive,4,Married,5400,12328,1,Y,No,22,3,3,80,2,8,2,3,9,12,2,13
21,No,Travel_Rarely,1264,Sales,25,4,Life Sciences,1,890,4,Male,66,2,1,Laboratory Technician,3,Married,3093,26247,4,Y,No,21,3,3,80,0,19,2,3,7,3,0,4
27,No,Travel_Rarely,1019,Research & Development,3,4,Other,1,1299,1,Male,59,3,1,Laboratory Technician,3,Married,7507,21249,3,Y,No,21,3,2,80,3,6,3,3,15,0,3,7
38,Yes,Travel_Rarely,352,Research & Development,1,4,Medical,1,1,1,Female,83,2,2,Research Director,1,Married,9139,9332,8,Y,Yes,14,3,4,80,1,2,3,1,5,3,4,10
22,Yes,Travel_Rarely,644,Research & Development,1,2,Marketing,1,1413,1,Male,92,3,2,Sales Executive,3,Divorced,3596,26999,6,Y,Yes,12,3,2,80,1,3,5,3,5,6,1,9
27,No,Travel_Rarely,799,Research & Development,1,3,Life Sciences,1,356,4,Male,71,3,4,Sales Executive,3,Married,4859,15278,2,Y,No,19,3,3,80,3,18,2,2,11,2,7,4
23,No,Non-Travel,676,Sales,1,3,Other,1,446,3,Male,73,1,3,Laboratory Technician,4,Single,2786,24052,3,Y,No,21,3,2,80,1,13,5,3,2,7,5,8
47,No,Travel_Rarely,136,Research & Development,26,3,Marketing,1,1534,2,Female,77,3,1,Research Scientist,2,Single,6547,22927,0,Y,No,13,4,3,80,1,1,2,3,6,2,2,8
36,No,Travel_Rarely,382,Research & Development,15,3,Life Sciences,1,64,3,Male,55,2,2,Laboratory Technician,4,Single,1444,4886,9,Y,No,11,3,2,80,1,12,2,3,5,1,1,0
46,No,Travel_Rarely,491,Sales,9,3,Marketing,1,648,4,Male,36,3,2,Manufacturing Director,2,Married,4331,13481,2,Y,No,18,4,3,80,0,9,3,1,4,3,0,1
35,No,Travel_Rarely,579,Research & Development,6,3,Life Sciences,1,803,1,Male,33,3,2,Laboratory Technician,1,Single,1927,10089,1,Y,No,14,3,4,80,1,0,3,3,9,7,0,2
33,No,Travel_Rarely,793,Sales,16,3,Marketing,1,31,2,Male,47,3,2,Laboratory Technician,1,Divorced,2155,23388,1,Y,No,18,3,2,80,0,21,6,3,0,0,1,8
58,No,Travel_Rarely,823,Sales,5,3,Life Sciences,1,761,2,Female,56,4,2,Manufacturing Director,2,Divorced,14473,20580,1,Y,No,14,3,1,80,2,6,3,4,1,4,3,2
34,Yes,Travel_Rarely,466,Research & Development,12,3,Life Sciences,1,187,3,Male,38,3,3,Research Scientist,1,Married,1047,18331,0,Y,Yes,22,4,1,80,0,33,1,2,20,1,10,2
39,No,Travel_Rarely,684,Research & Development,11,5,Medical,1,1914,4,Male,74,2,1,Research Scientist,2,Married,2102,8363,1,Y,No,17,3,2,80,3,16,6,3,12,3,0,0
31,No,Non-Travel,926,Research & Development,2,4,Life Sciences,1,1596,2,Male,87,3,1,Sales Representative,2,Divorced,2506,15089,1,Y,No,13,4,2,80,1,15,6,3,2,6,0,1
54,No,Travel_Frequently,844,Sales,20,4,Medical,1,6,2,Male,93,3,1,Manufacturing Director,4,Married,17165,24649,1,Y,No,23,3,4,80,1,12,5,2,23,2,13,1
43,No,Travel_Rarely,759,Research & Development,6,3,Other,1,786,3,Female,35,3,1,Sales Executive,2,Married,7157,10585,4,Y,No,12,4,4,80,1,2,2,3,0,2,2,8
32,No,Travel_Rarely,1318,Human Resources,1,4,Technical Degree,1,675,4,Female,46,3,3,Manufacturing Director,1,Single,3433,25649,3,Y,No,20,4,4,80,1,2,2,3,8,3,1,5
41,No,Travel_Rarely,1276,Sales,8,2,Life Sciences,1,1394,2,Female,96,3,2,Healthcare Representative,2,Divorced,7157,23435,0,Y,No,11,3,4,80,0,23,2,3,6,9,4,7
32,No,Travel_Rarely,1499,Sales,7,4,Medical,1,1921,1,Female,61,3,1,Research Scientist,4,Divorced,3926,6180,1,Y,No,20,3,4,80,0,8,5,2,11,2,0,2
